STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
MISSISSIPPI,28,2802010,HOUSTON  SCHOOL DIST,280201000345,HOUSTON HIGH SCHOOL,130,65-69,1,PS,.,.,55,50-59,4,PS,.,.,69,75-79,18,21-39,82,55-59,.,.,01JUL17
MISSISSIPPI,28,2802040,HUMPHREYS CO SCHOOL DIST,280204001041,HUMPHREYS COUNTY HIGH SCHOOL,102,80-84,.,.,.,.,95,80-84,6,GE50,.,.,1,PS,7,LT50,98,80-84,2,PS,01JUL17
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,280210000356,DORSEY ATTENDANCE CENTER,2,PS,.,.,.,.,,,.,.,.,.,1,PS,1,PS,2,PS,.,.,01JUL17
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,280210000358,ITAWAMBA ATTENDANCE CENTER,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,280210000361,MANTACHIE ATTENDANCE CENTER,58,70-79,.,.,.,.,,,.,.,.,.,58,70-79,6,LT50,31,50-59,.,.,01JUL17
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,280210000362,TREMONT ATTENDANCE CENTER,30,GE80,.,.,.,.,.,.,.,.,.,.,30,GE80,2,PS,18,GE80,.,.,01JUL17
MISSISSIPPI,28,2802100,ITAWAMBA CO SCHOOL DIST,280210000949,ITAWAMBA AGRICULTURAL HIGH SCHOOL,140,85-89,.,.,2,PS,29,GE80,2,PS,,,107,80-84,14,GE50,73,80-84,.,.,01JUL17
MISSISSIPPI,28,2802160,JACKSON CO SCHOOL DIST,280216000963,ST. MARTIN MIDDLE SCHOOL,1,PS,.,.,.,.,,,.,.,.,.,,,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802160,JACKSON CO SCHOOL DIST,280216001045,EAST CENTRAL HIGH SCHOOL,188,85-89,.,.,.,.,6,GE50,2,PS,.,.,180,85-89,11,LT50,70,75-79,.,.,01JUL17
MISSISSIPPI,28,2802160,JACKSON CO SCHOOL DIST,280216001046,ST MARTIN HIGH SCHOOL,291,88,.,.,23,GE80,62,90-94,7,GE50,1,PS,198,85-89,17,60-79,150,85-89,5,PS,01JUL17
MISSISSIPPI,28,2802160,JACKSON CO SCHOOL DIST,280216001050,VANCLEAVE HIGH SCHOOL,177,90-94,2,PS,.,.,8,GE50,2,PS,.,.,165,90-94,15,GE50,60,80-89,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000372,BLACKBURN MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000375,BRINKLEY MIDDLE SCHOOL,4,PS,.,.,.,.,4,PS,.,.,.,.,.,.,3,PS,4,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000377,CALLAWAY HIGH SCHOOL,273,69,.,.,1,PS,264,70-74,7,LT50,.,.,1,PS,19,21-39,265,70-74,10,LT50,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000380,CHASTAIN MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000384,FOREST HILL HIGH SCHOOL,303,70,.,.,.,.,300,70-74,,,.,.,3,PS,39,20-29,293,70-74,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000389,HARDY MIDDLE SCHOOL,5,PS,.,.,.,.,5,PS,.,.,.,.,.,.,5,PS,4,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000390,JIM HILL HIGH SCHOOL,307,69,.,.,.,.,301,69,1,PS,.,.,5,PS,35,20-29,296,70-74,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000396,LANIER HIGH SCHOOL,201,62,.,.,,,198,60-64,1,PS,.,.,1,PS,23,LE20,194,60-64,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000403,MURRAH HIGH SCHOOL,366,84,.,.,2,PS,349,84,4,PS,2,PS,9,GE50,26,40-59,353,85,1,PS,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000405,PEEPLES MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,,,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000407,POWELL MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,,,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000409,PROVINE HIGH SCHOOL,281,75,.,.,.,.,277,75-79,1,PS,,,2,PS,39,20-29,274,75-79,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000412,SIWELL MIDDLE SCHOOL,4,PS,.,.,.,.,4,PS,.,.,.,.,.,.,4,PS,3,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000421,WHITTEN MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,,,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219000423,WINGFIELD HIGH SCHOOL,230,58,.,.,.,.,226,55-59,,,1,PS,2,PS,28,21-39,224,60-64,.,.,01JUL17
MISSISSIPPI,28,2802190,JACKSON PUBLIC SCHOOL DIST,280219001370,CARDOZO MIDDLE SCHOOL,2,PS,.,.,.,.,2,PS,.,.,.,.,.,.,2,PS,2,PS,.,.,01JUL17
MISSISSIPPI,28,2802220,JEFFERSON CO SCHOOL DIST,280222000427,JEFFERSON CO HIGH,93,85-89,.,.,.,.,92,85-89,.,.,1,PS,.,.,6,LT50,90,85-89,.,.,01JUL17
MISSISSIPPI,28,2802250,JEFFERSON DAVIS CO SCHOOL DIST,280225000429,BASSFIELD HIGH SCHOOL,51,80-89,.,.,1,PS,48,80-89,.,.,.,.,2,PS,3,PS,51,80-89,.,.,01JUL17
MISSISSIPPI,28,2802250,JEFFERSON DAVIS CO SCHOOL DIST,280225000435,PRENTISS SENIOR HIGH SCHOOL,65,70-74,.,.,.,.,61,70-74,.,.,.,.,4,PS,9,LT50,60,70-79,.,.,01JUL17
MISSISSIPPI,28,2802280,JONES CO SCHOOL DIST,280228000443,NORTHEAST JONES HIGH SCHOOL,163,85-89,4,PS,.,.,31,80-89,2,PS,.,.,126,85-89,19,21-39,79,75-79,.,.,01JUL17
MISSISSIPPI,28,2802280,JONES CO SCHOOL DIST,280228000450,SOUTH JONES HIGH SCHOOL,209,86,.,.,.,.,40,80-89,4,PS,.,.,165,85-89,19,21-39,97,75-79,1,PS,01JUL17
MISSISSIPPI,28,2802280,JONES CO SCHOOL DIST,280228000451,WEST JONES HIGH SCHOOL,190,80-84,1,PS,.,.,58,70-79,8,GE50,.,.,122,85-89,18,40-59,91,70-74,5,PS,01JUL17
MISSISSIPPI,28,2802310,KEMPER CO SCHOOL DIST,280231001116,KEMPER COUNTY HIGH SCHOOL,85,70-74,.,.,.,.,85,70-74,.,.,.,.,.,.,13,LT50,85,70-74,.,.,01JUL17
MISSISSIPPI,28,2802340,KOSCIUSKO SCHOOL DISTRICT,280234000457,KOSCIUSKO JUNIOR HIGH SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802340,KOSCIUSKO SCHOOL DISTRICT,280234000460,KOSCIUSKO SENIOR HIGH SCHOOL,146,85-89,.,.,.,.,61,75-79,6,GE50,1,PS,78,85-89,9,LT50,78,80-84,.,.,01JUL17
MISSISSIPPI,28,2802370,LAFAYETTE CO SCHOOL DIST,280237000463,LAFAYETTE HIGH SCHOOL,201,85-89,.,.,.,.,46,70-79,3,PS,,,152,85-89,19,40-59,80,80-84,.,.,01JUL17
MISSISSIPPI,28,2802400,LAMAR COUNTY SCHOOL DISTRICT,280240001171,OAK GROVE HIGH SCHOOL,443,95,.,.,11,GE50,163,90-94,14,GE50,6,GE50,249,GE95,38,50-59,190,90-94,7,GE50,01JUL17
MISSISSIPPI,28,2802400,LAMAR COUNTY SCHOOL DISTRICT,280240001172,PURVIS HIGH SCHOOL,156,90-94,.,.,1,PS,11,GE50,1,PS,6,GE50,137,90-94,14,GE50,69,90-94,1,PS,01JUL17
MISSISSIPPI,28,2802400,LAMAR COUNTY SCHOOL DISTRICT,280240001173,SUMRALL  HIGH SCHOOL,127,GE95,.,.,.,.,9,GE50,.,.,1,PS,117,GE95,11,GE50,42,GE90,.,.,01JUL17
MISSISSIPPI,28,2802400,LAMAR COUNTY SCHOOL DISTRICT,280240001253,OAK GROVE MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,,,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243000469,NORTHEAST LAUDERDALE HIGH SCHOOL,143,70-74,.,.,3,PS,64,60-64,3,PS,.,.,73,75-79,12,LT50,83,55-59,4,PS,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243000470,SOUTHEAST LAUDERDALE HIGH SCHOOL,98,80-84,.,.,1,PS,33,80-89,2,PS,,,61,80-84,7,LT50,60,80-89,2,PS,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243000471,WEST LAUDERDALE MIDDLE SCHOOL,1,PS,.,.,.,.,,,.,.,.,.,1,PS,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243001174,SOUTHEAST LAUDERDALE MIDDLE SCHOOL,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,.,.,.,.,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243001344,WEST LAUDERDALE HIGH SCHOOL,142,85-89,.,.,.,.,29,GE80,2,PS,1,PS,109,85-89,10,LT50,43,70-79,.,.,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243001348,CLARKDALE HIGH SCHOOL,65,85-89,.,.,.,.,9,GE50,.,.,.,.,56,80-89,3,PS,23,GE80,.,.,01JUL17
MISSISSIPPI,28,2802430,LAUDERDALE CO SCHOOL DIST,280243001429,LAUDERDALE CO EDUCATIONAL & SKILLS,2,PS,.,.,.,.,1,PS,,,.,.,,,,,2,PS,.,.,01JUL17
MISSISSIPPI,28,2802460,LAUREL SCHOOL DISTRICT,280246000479,LAUREL HIGH SCHOOL,216,70-74,.,.,.,.,205,70-74,6,GE50,2,PS,3,PS,15,LT50,206,75-79,1,PS,01JUL17
MISSISSIPPI,28,2802490,LAWRENCE CO SCHOOL DIST,280249000482,LAWRENCE COUNTY HIGH SCHOOL,142,80-84,1,PS,2,PS,61,80-84,2,PS,.,.,76,85-89,16,40-59,88,80-84,.,.,01JUL17
MISSISSIPPI,28,2802520,LEAKE CO SCHOOL DIST,280252000487,LEAKE CENTRAL HIGH SCHOOL,120,75-79,2,PS,2,PS,82,75-79,4,PS,,,29,60-79,16,LE20,98,75-79,3,PS,01JUL17
MISSISSIPPI,28,2802520,LEAKE CO SCHOOL DIST,280252000490,LEAKE COUNTY HIGH SCHOOL,35,70-79,.,.,.,.,31,60-69,.,.,.,.,4,PS,4,PS,33,70-79,.,.,01JUL17
MISSISSIPPI,28,2802550,LEE COUNTY SCHOOL DISTRICT,280255000494,MOOREVILLE HIGH SCHOOL,126,70-74,.,.,.,.,6,GE50,1,PS,1,PS,118,70-74,15,LT50,62,60-64,.,.,01JUL17
MISSISSIPPI,28,2802550,LEE COUNTY SCHOOL DISTRICT,280255000495,PLANTERSVILLE MIDDLE SCHOOL,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802550,LEE COUNTY SCHOOL DISTRICT,280255000496,SALTILLO HIGH SCHOOL,240,86,.,.,3,PS,17,60-79,3,PS,4,PS,212,85-89,15,LT50,80,75-79,.,.,01JUL17
MISSISSIPPI,28,2802550,LEE COUNTY SCHOOL DISTRICT,280255000497,SHANNON HIGH SCHOOL,135,75-79,.,.,.,.,91,65-69,.,.,1,PS,43,80-89,15,LT50,96,70-74,.,.,01JUL17
MISSISSIPPI,28,2802580,LEFLORE CO SCHOOL DIST,280258000503,LEFLORE COUNTY HIGH SCHOOL,65,85-89,.,.,.,.,63,85-89,2,PS,.,.,.,.,5,PS,64,85-89,1,PS,01JUL17
MISSISSIPPI,28,2802580,LEFLORE CO SCHOOL DIST,280258001123,AMANDA ELZY HIGH SCHOOL,119,70-74,.,.,.,.,114,75-79,2,PS,.,.,3,PS,7,GE50,109,75-79,1,PS,01JUL17
MISSISSIPPI,28,2802610,LELAND SCHOOL DIST,280261001059,LELAND HIGH SCHOOL,66,80-84,,,.,.,60,80-89,1,PS,1,PS,4,PS,7,LT50,58,80-89,1,PS,01JUL17
MISSISSIPPI,28,2802640,LINCOLN CO SCHOOL DIST,280264000512,BOGUE CHITTO SCHOOL,41,GE90,.,.,.,.,14,GE50,1,PS,.,.,26,GE80,2,PS,18,GE80,.,.,01JUL17
MISSISSIPPI,28,2802640,LINCOLN CO SCHOOL DIST,280264000513,ENTERPRISE SCHOOL,53,60-69,.,.,.,.,7,LT50,.,.,.,.,46,70-79,11,LT50,24,40-59,.,.,01JUL17
MISSISSIPPI,28,2802640,LINCOLN CO SCHOOL DIST,280264000515,LOYD STAR SCHOOL,61,85-89,.,.,1,PS,10,GE50,.,.,.,.,50,80-89,2,PS,22,60-79,.,.,01JUL17
MISSISSIPPI,28,2802640,LINCOLN CO SCHOOL DIST,280264000516,WEST LINCOLN SCHOOL,62,85-89,1,PS,.,.,9,GE50,.,.,.,.,52,GE90,2,PS,28,60-79,.,.,01JUL17
MISSISSIPPI,28,2802670,LONG BEACH SCHOOL DIST,280267000519,LONG BEACH MIDDLE SCHOOL,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,,,.,.,01JUL17
MISSISSIPPI,28,2802670,LONG BEACH SCHOOL DIST,280267000520,LONG BEACH SENIOR HIGH SCHOOL,214,85-89,.,.,4,PS,28,GE80,3,PS,13,GE50,166,85-89,17,40-59,87,80-84,.,.,01JUL17
MISSISSIPPI,28,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,280270000523,LOUISVILLE HIGH SCHOOL,118,80-84,.,.,1,PS,97,80-84,.,.,.,.,20,GE80,14,LT50,115,80-84,.,.,01JUL17
MISSISSIPPI,28,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,280270000524,EILAND MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,280270000526,NANIH WAIYA ATTENDANCE CENTER,35,80-89,1,PS,.,.,8,GE50,.,.,1,PS,25,GE80,5,PS,17,GE80,.,.,01JUL17
MISSISSIPPI,28,2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,280270000527,NOXAPATER ATTENDANCE CENTER,36,80-89,.,.,.,.,19,60-79,.,.,.,.,17,GE80,2,PS,30,GE80,.,.,01JUL17
MISSISSIPPI,28,2802730,LOWNDES CO SCHOOL DIST,280273000531,WEST LOWNDES HIGH SCHOOL,44,80-89,.,.,.,.,44,80-89,.,.,.,.,.,.,7,LT50,43,80-89,.,.,01JUL17
MISSISSIPPI,28,2802730,LOWNDES CO SCHOOL DIST,280273001125,CALEDONIA HIGH SCHOOL,130,80-84,.,.,4,PS,20,GE80,3,PS,1,PS,102,80-84,9,LT50,54,70-79,1,PS,01JUL17
MISSISSIPPI,28,2802730,LOWNDES CO SCHOOL DIST,280273001127,NEW HOPE HIGH SCHOOL,206,88,.,.,.,.,86,90-94,1,PS,.,.,119,85-89,22,60-79,109,85-89,.,.,01JUL17
MISSISSIPPI,28,2802730,LOWNDES CO SCHOOL DIST,280273001128,NEW HOPE MIDDLE SCHOOL,2,PS,.,.,.,.,1,PS,.,.,.,.,1,PS,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802760,LUMBERTON PUBLIC SCHOOL DISTRICT,280276000535,LUMBERTON HIGH SCHOOL,51,80-89,.,.,.,.,24,GE80,1,PS,1,PS,25,GE80,7,LT50,36,80-89,1,PS,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279000541,VELMA JACKSON HIGH SCHOOL,81,80-84,.,.,1,PS,79,80-84,.,.,.,.,1,PS,11,LT50,77,80-84,1,PS,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279000989,SHIRLEY D. SIMMONS MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001082,MADISON MIDDLE SCHOOL,2,PS,.,.,.,.,1,PS,.,.,.,.,1,PS,,,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001220,MADISON CENTRAL HIGH SCHOOL,328,92,.,.,11,GE50,85,85-89,1,PS,1,PS,230,90-94,24,40-59,64,75-79,1,PS,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001257,RIDGELAND HIGH SCHOOL,231,84,.,.,8,GE50,140,80-84,12,GE50,2,PS,68,85-89,20,21-39,116,80-84,8,LT50,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001267,ROSA SCOTT SCHOOL,110,85-89,.,.,3,PS,29,GE80,,,,,78,90-94,7,GE50,23,60-79,,,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001283,GERMANTOWN MIDDLE SCHOOL,4,PS,.,.,.,.,1,PS,.,.,.,.,3,PS,4,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802790,MADISON CO SCHOOL DIST,280279001381,GERMANTOWN HIGH SCHOOL,233,94,.,.,2,PS,68,90-94,1,PS,2,PS,160,GE95,18,40-59,42,80-89,.,.,01JUL17
MISSISSIPPI,28,2802820,MARION CO SCHOOL DIST,280282000545,EAST MARION HIGH SCHOOL,60,GE90,.,.,.,.,49,GE90,.,.,.,.,10,GE50,5,PS,56,GE90,.,.,01JUL17
MISSISSIPPI,28,2802820,MARION CO SCHOOL DIST,280282001247,WEST MARION HIGH SCHOOL,79,80-84,.,.,.,.,22,GE80,1,PS,.,.,55,80-89,5,PS,59,80-89,.,.,01JUL17
MISSISSIPPI,28,2802850,MARSHALL CO SCHOOL DIST,280285000548,BYHALIA HIGH SCHOOL (9-12),133,80-84,.,.,1,PS,86,85-89,12,GE50,1,PS,33,60-69,10,GE50,115,85-89,8,GE50,01JUL17
MISSISSIPPI,28,2802850,MARSHALL CO SCHOOL DIST,280285000551,POTTS CAMP HIGH SCHOOL (9-12),50,GE90,.,.,.,.,25,GE80,1,PS,.,.,23,GE80,1,PS,43,GE90,.,.,01JUL17
MISSISSIPPI,28,2802850,MARSHALL CO SCHOOL DIST,280285000553,H. W. BYERS HIGH SCHOOL (9-12),49,60-69,.,.,.,.,32,80-89,3,PS,.,.,14,LT50,6,GE50,40,70-79,1,PS,01JUL17
MISSISSIPPI,28,2802880,MCCOMB SCHOOL DISTRICT,280288000556,MCCOMB HIGH SCHOOL,167,70-74,.,.,.,.,147,70-74,3,PS,1,PS,16,60-79,14,LT50,160,70-74,2,PS,01JUL17
MISSISSIPPI,28,2802880,MCCOMB SCHOOL DISTRICT,280288000972,DENMAN JUNIOR HIGH SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802910,MERIDIAN PUBLIC SCHOOL DIST,280291000559,GEORGE WASHINGTON CARVER MIDDLE,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2802910,MERIDIAN PUBLIC SCHOOL DIST,280291000564,MAGNOLIA MIDDLE SCHOOL,1,PS,.,.,.,.,,,.,.,.,.,,,1,PS,,,.,.,01JUL17
MISSISSIPPI,28,2802910,MERIDIAN PUBLIC SCHOOL DIST,280291000567,MERIDIAN HIGH SCHOOL,386,79,.,.,5,PS,339,81,5,PS,.,.,37,60-69,44,50-59,368,81,2,PS,01JUL17
MISSISSIPPI,28,2802910,MERIDIAN PUBLIC SCHOOL DIST,280291000569,NORTHWEST JUNIOR HIGH SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,,,.,.,01JUL17
MISSISSIPPI,28,2802940,MONROE CO SCHOOL DIST,280294000580,HAMILTON HIGH SCHOOL,53,80-89,.,.,.,.,10,GE50,.,.,.,.,43,80-89,11,LT50,27,60-79,.,.,01JUL17
MISSISSIPPI,28,2802940,MONROE CO SCHOOL DIST,280294000581,HATLEY HIGH SCHOOL,84,85-89,.,.,.,.,8,GE50,1,PS,.,.,75,85-89,8,LT50,42,70-79,.,.,01JUL17
MISSISSIPPI,28,2802940,MONROE CO SCHOOL DIST,280294000582,SMITHVILLE HIGH SCHOOL,39,80-89,.,.,.,.,2,PS,1,PS,.,.,36,80-89,5,PS,12,GE50,.,.,01JUL17
MISSISSIPPI,28,2802970,MONTGOMERY CO SCHOOL DIST,280297001158,MONTGOMERY COUNTY HIGH SCHOOL,23,60-79,.,.,.,.,23,60-79,.,.,.,.,.,.,5,PS,23,60-79,.,.,01JUL17
MISSISSIPPI,28,2803000,MOSS POINT SEPARATE SCHOOL DIST,280300000587,MOSS POINT HIGH SCHOOL,155,75-79,2,PS,.,.,118,75-79,3,PS,.,.,32,60-69,16,21-39,148,75-79,2,PS,01JUL17
MISSISSIPPI,28,2803030,NATCHEZ-ADAMS SCHOOL DIST,280303000602,MORGANTOWN ARTS ACADEMY,5,PS,.,.,.,.,4,PS,,,.,.,,,1,PS,5,PS,,,01JUL17
MISSISSIPPI,28,2803030,NATCHEZ-ADAMS SCHOOL DIST,280303000608,NATCHEZ HIGH SCHOOL,257,77,.,.,1,PS,237,75-79,1,PS,,,17,40-59,25,21-39,253,75-79,2,PS,01JUL17
MISSISSIPPI,28,2803030,NATCHEZ-ADAMS SCHOOL DIST,280303001397,NATCHEZ FRESHMAN ACADEMY,11,LT50,.,.,.,.,10,LT50,.,.,.,.,1,PS,1,PS,9,LT50,.,.,01JUL17
MISSISSIPPI,28,2803060,NESHOBA COUNTY SCHOOL DISTRICT,280306000612,NESHOBA CENTRAL HIGH SCHOOL,209,85,20,GE80,3,PS,36,80-89,3,PS,1,PS,146,85-89,19,21-39,124,80-84,1,PS,01JUL17
MISSISSIPPI,28,2803090,NETTLETON SCHOOL DIST,280309000613,NETTLETON HIGH SCHOOL,79,75-79,.,.,.,.,21,GE80,1,PS,.,.,57,70-79,9,LT50,46,70-79,.,.,01JUL17
MISSISSIPPI,28,2803120,NEW ALBANY PUBLIC SCHOOLS,280312000615,NEW ALBANY HIGH SCHOOL,137,75-79,.,.,1,PS,45,70-79,11,GE50,.,.,80,80-84,17,21-39,71,65-69,1,PS,01JUL17
MISSISSIPPI,28,2803120,NEW ALBANY PUBLIC SCHOOLS,280312000618,NEW ALBANY MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,01JUL17
MISSISSIPPI,28,2803150,NEWTON COUNTY SCHOOL DISTRICT,280315001135,NEWTON COUNTY HIGH SCHOOL,129,90-94,5,PS,1,PS,33,GE90,3,PS,.,.,86,90-94,13,LT50,57,80-89,6,GE50,01JUL17
MISSISSIPPI,28,2803180,NEWTON MUNICIPAL SCHOOL DISTRICT,280318000626,NEWTON HIGH SCHOOL,62,85-89,.,.,1,PS,59,GE90,1,PS,.,.,1,PS,5,PS,62,85-89,,,01JUL17
MISSISSIPPI,28,2803210,NORTH PANOLA SCHOOLS,280321000630,NORTH PANOLA HIGH SCHOOL,99,80-84,.,.,.,.,96,80-84,.,.,.,.,2,PS,12,LT50,94,80-84,.,.,01JUL17
MISSISSIPPI,28,2803210,NORTH PANOLA SCHOOLS,280321001339,NORTH PANOLA JUNIOR HIGH SCHOOL,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,3,PS,3,PS,.,.,01JUL17
MISSISSIPPI,28,2803240,NORTH PIKE SCHOOL DIST,280324000636,NORTH PIKE SENIOR HIGH SCHOOL,196,85-89,.,.,1,PS,58,80-89,.,.,,,137,85-89,17,40-59,97,75-79,.,.,01JUL17
MISSISSIPPI,28,2803270,NORTH TIPPAH SCHOOL DIST,280327000638,FALKNER HIGH SCHOOL,56,80-89,.,.,.,.,10,GE50,2,PS,.,.,44,70-79,10,LT50,41,70-79,.,.,01JUL17
MISSISSIPPI,28,2803270,NORTH TIPPAH SCHOOL DIST,280327000640,WALNUT ATTENDANCE CENTER,60,GE90,.,.,.,.,7,GE50,.,.,1,PS,52,80-89,5,PS,37,80-89,.,.,01JUL17
MISSISSIPPI,28,2803300,NOXUBEE COUNTY SCHOOL DISTRICT,280330000642,NOXUBEE COUNTY HIGH SCHOOL,134,80-84,.,.,.,.,131,80-84,2,PS,.,.,1,PS,10,LT50,131,80-84,1,PS,01JUL17
MISSISSIPPI,28,2803360,OCEAN SPRINGS SCHOOL DIST,280336000650,OCEAN SPRINGS HIGH SCHOOL,431,89,3,PS,17,GE80,63,75-79,14,GE50,3,PS,331,91,29,40-59,146,85-89,4,PS,01JUL17
MISSISSIPPI,28,2803360,OCEAN SPRINGS SCHOOL DIST,280336000934,OCEAN SPRINGS MIDDLE SCHOOL,1,PS,.,.,.,.,,,.,.,.,.,1,PS,,,,,.,.,01JUL17
MISSISSIPPI,28,2803390,OKOLONA SEPARATE SCHOOL DIST,280339000654,OKOLONA HIGH SCHOOL,51,80-89,.,.,.,.,50,80-89,.,.,.,.,1,PS,5,PS,51,80-89,.,.,01JUL17
MISSISSIPPI,28,2803450,OXFORD SCHOOL DISTRICT,280345000663,OXFORD HIGH SCHOOL,269,85-89,2,PS,8,GE50,95,75-79,8,GE50,4,PS,152,90-94,16,21-39,111,75-79,4,PS,01JUL17
MISSISSIPPI,28,2803450,OXFORD SCHOOL DISTRICT,280345000664,OXFORD MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,01JUL17
MISSISSIPPI,28,2803480,PASCAGOULA SCHOOL DIST,280348000671,WILLIAM M COLMER MIDDLE SCHOOL,1,PS,.,.,.,.,1,PS,,,.,.,.,.,,,1,PS,,,01JUL17
